ko,en
아날로그 카페,Analogue Caffe
쿠멜,COOMELL
지에스(GS)25상암에스비에이,SBA
그릿,GRIT
크럼비,Crum.B
카페유로카,cafeuroka
프레스 버터 샌드,Press Butter Sand
지에스,GS
지에스,GS
씨유,CU
지에스,GS
베이킷,Bakeat
스타가든,STAR GARDEN
진저,ginger
테일숍,TALE SHOP
하비비,Habibi
돌커피,DOL COFFEE
엘지,LG
카페 이벤트 디,Cafe Event D
카페 우야우,cafe ooyaoo
니벨크랙,NIVELCRACK
요레스트,yorest
글래드 앤 솔티,GLAD & SALTY
햅,Hab.
핀포인트,pinpoint
카페오엔오,Cafe ONO
카페보스,CAFE BOSS
앤파이브 커피,AND5 COFFEE
봉땅,Bontemps
마마쿡키친(센치커피,"cm, coffee)"
과일#,Special Fruit shop
씨유,CU
베품,bepoom
후옌,HUYEN
헬로우포춘,Hello fortune
피카,FIKA
해그스,hags
지에스,GS
기키쿠키,Geeky Cooky
비인엠,B.IN.M
지에스,GS
까레포머,carre former
씨유,CU
씨유,cu
카페콩투어,CAFE KONGTOUR
씨유,CU
씨유,cu
어라우즈,AROUSE
디.베티,DBETTY
오비오,OBO
카페 아이비,Cafe Ivy
비 유어,be your-
오버스쿱,OVERSCOOP
아드프커피로스터스,ADeF Coffee Roasters
데이블라 ,day blar
구마커피,guma coffee
티앤아이1010,TnI1010
세라젬 웰카페 서울상암디엠씨,DMC
텐더리커피엔디저트,Tenderly coffee&dessert
노트커피,NOTT COFFEE
곤트란쉐리에,Gontran Cherrier
팬암,PAN AM
이튼커피,EATen COFFEE
키니베이크샵,KinieBakeShop
페타커피,PETA COFFEE
카페 허니 힐,Cafe Honey Hill
프리미엄 커피 하우스,PREMIUM COFFEE HOUSE
블랙독,BLACK DOG
씨유,CU
모프,MOF
마이 포레스트,MY forest
지에스 더 프레시,GS The Fresh
씨에이씨,CAC
하프웨이,Halfway
튜터케이랑,tutorklang
얍얍커피,yapyap coffee
왓츠 유얼 컬러,What's ur color?
가비나나,GAVINANA
카페 엘 마르코,Cafe El Marco
지지지,ZZZ
오브이앤 카페,ovn cafe
아임파이,I'mPie
꼬꼬드릴로,CoCoDrilo
제이제이,JJ
타메니,Tameni
카우커피,cow coffee
디싸이시브모먼트,Decisive Moment
케이팥,K팥
블루로그,Bluelog
이리스오르,Irisor
비엔,B.N
씨유,CU
카페 0709,Cafe 0709
씨유,CU
"피프틴, 스위티","15, sweety"
밀키웨이쿠키,MilkyWayCookie
씨유,CU
쿠커피,Coup coffee 노원점
카페,cafe
씨유,CU
테디의오후,Teddy`s Afternoon
원스카페,cafe
오히려 좋아요,RATHER GOOD
디아리브레,Dia libre
카페 에이나인,Cafe A9
씨유,CU
메종드엘,Maison de L
아사프,Asaff
썬마이야르,Sun maillard
클랩커피,CLAP COFFEE
누크커피,nuhk coffee
카페일분,CAFE ILBOON
프룻듀,FRUITDEW
스몰럭,smallucke
지에스,GS
씨유,CU
솔트 포레스트,Salt forest
지에스,GS
이니스,innis
핀치,PINCH
카페에딘,cafe Edin
제이이푸드,J.E푸드
그로퍼,groper
메이크미 요거트,make me yogurt
파파프루츠,Papa Fruits
머그샷,"Mug,shot"
어바웃 블랭크,about blank
카페 피움,cafe fioom
커피#멜로우,COFFEE#MELLOW
에이에스디엘,ASDL
센트럴커피,Central Coffee
카페 디 토리노,DI TORINO
아하,A-ha
데메테르북스,Demeter Books
베이컨트,vacant
지에스,GS
스위트타임,sweet time
카페그라우,CAFE GRAU
폴310,paul310
캔디드컬렉션,KandidCollection
플레이스,PLACE
나인티원,ninety one
카페 칼라풀,Cafe colorful
주니시스블라썸,JunisisBlossom
어나더 컬러,cafe another colour
욜로,YOLO
쥬뗌므,Je t'aime
엉클잭,Uncle Jack
카페팔오팔팔,cafe8588
매머드커피 마포중앙도서관점,129호
타르틴(커피바)(TARTINE ,COFFEE BAR)
티핀,Tiffin
오피스오브,OFFICE OF
스윗희,Sweet Hee
카페트리씨,Cafe Tree-sea
주)에프앤에프홍대점,MLB
퐁시,PENSEE
쿄로쿄로,kyorokyoro
더 로우 바이 트윈스,THE RAW by twins
카페 스트라세45,Cafe Strasse45
브라와,Berawa
알에이치 커피,RH Coffee
메종 프랭크,Maison Frank
오르컴퍼니,orr company
율니크,Yull. nique
지에스,GS
지에스,GS
지에스,25
씨유,cu
유니콘 젤라또,unicorn gelato
커피팝콘 ,coffee popkon
커피문,coffee moon
코코샌드,CocoSand
질리아,Gillia
서대문지역자활센터,80거6381
포프트,FoFt
러시,Lusi
카페파란,cafe PARAN
애프터투,After2
지에스,GS
드림,Dream
웨스턴마마,Western MAMA
지에스25,GS25
홀썸,Wholesome
카페더케이팝,Cafe the K-pop
지에스25,GS25
아티온,ARTION
씨유,CU
지에스25,GS25
지에스25,GS25
컵,CUP
달지,DALJEE
카페제이,J
딜라이트,Delight
퍼트커피,PERT COFFEE
지에스,GS
지에스,GS
씨유,CU
무쵸 구스토 올리바,Mucho gusto oliva
카페쿤달,Cafe.KUNDAL
카페니은,cafe nieun
지에스,GS
브리즈,BRZE
블라썸,Blossom
더디어리,THE DEARY
세미 베이스먼트,Semi-Basement
지파시,G.Fassi
씨유,CU
씨유,CU
큐데이블,qu dable
샐러드봉봉,Salad BonBon
얼어바웃어스,all about us
컬러오브커피,Color of Coffee
가비반트,GAVIVANT
바닐라스위트,Vanilla Suite
라미토스,Lamitos
베란다 카페,veranda cafe
타나커피,TANA COFFEE
카페드노보,Cafe denovo
페이즈,phase
씨유,CU
쿄로쿄로,kyorokyoro
로비,LOBBY
로베네 ,Lovene
스페이스오디티,Space odt
피기스페이보릿,Piggy's favorite
잭팟,ZAG POT
이이유,EEU
에이셉 피자,ASAP PIZZA
치스,Cheess
지에스25,GS25
위드르방,With Levain
질리아,Gillia
스카이피쉬,skyfish
미나스,Minas
티차이차 미미코,TEACHAICHA MIMICO
유,YOU
허,HER
부머스,Boomers
카페소라,cafe sora
씨유,CU
오디디,odd
카페,cafe
씨유,CU
커피샾,COFFEE#
완포 티 샵,WanPo Tea Shop
라이크,LIKE
코프커피,coff coffee
카페스톤,CAFE STONE
어나더 컬러,another colour
니어바이스위츠,near by sweets
토란주인,Mr.Taro
바니커피,Bunny Coffee
링크카페,LINK CAFE
펫즈,Petz
지에스,GS
고그샐러드,gogh salad
서대문장애인종합복지관,91더9397
스모모,smomo
토치,toch
에이치투,H2
코니아일랜드,Coney Island
씨유,CU
베이크어라운드,BAKE AROUND
꿀스커피,GGUL'S COFFEE
옐로우버터드림,Yellow butter dream
코니아일랜드,Coney Island
카페비온,Cafe BeOn
치앤강,CHI&KANG
블루필드,cafe Blue field
카페,CAFE
온리망고,ONLY MANGO
씨유,CU
듀이,DEWEY
에소프레소드싸이클,ESPRESSO DE CYCLE
샌디,sandie
카페 다,Cafe DA
젠틀펜디,GENTLEFENDI
비테이블,B.TABLE
라플레르수,La Fleur Soo
컨페티,confetti
씨유,CU
위드비키,WITHVICKY
베러씽스아커밍,BETTER THINGS ARE COMING
스윗스마일,sweet smile
카페 라비두스,La vie douce
지에스,GS
피더블유피(PWP)438브레드,BREAD
레드1,RED1
샬렛 폰타나,chalet fontana
쓰다,THDA
이로운셀프피씨,PC
드링킷,drinkit
버거존,Burger Zone
카페몰로,cafe mollo
누뉴,nounew
조이스 델리,Joy's Deli
아이보리,IVORY
아피커피,API COFFEE
에딕티,Addictea
이케존,IKEZ
피에스,P.S
카페유에이치엠겔러리,cafe uhmgallery
메이지안,mayzian
커피주,COFFEE JU
허스,Heo's
더스토리,The Story
온리원데이,only one day
라운드,Round
굿모닝프룻,Goodmorning Fruit
카페 더시즈닝,cafe theseasoning
스타가든,STAR GARDEN
더커피랩,The coffee lab
카페 골든타임,cafe golden time
까페,cafe
지에스,GS
60ST COFFEE,60스트리트커피
카페본디,Bourne d
카페구움,GUUM
위아베이킹스튜디오,WE ARE BAKING STUDIO
로다지니,RODAJINY
아메리카픽플,America Pickffle
하프하프,HALFHALF
르퓨어,LEPURE
투사이즈 코리아,Two Sizes Korea
카페톤,KAFE TONE
레코드,Leco_de
에딕티,Addictea
보이드,VOID
지에스,GS
오투엠,O2M
투티거스,Two Teagers
지에스,GS25
더히트,The hit
스마일 더 카페,smile the cafe
비,bee
알리온,ELYON
준,June
카페브로,cafe bro
까페 플로르,cafe flore
커피베이,COFFEE BAY
올레,olle
온바로,ONBARO
지에스,GS
빅마마킹,BIG MAMA KING
메리스,MARY'S
카페 아보다,AVODA
열차카페,12957
열차카페,12958
열차카페,12959
코코부코,COCO BUKO
쏘피스,SOFFICE
커피가게,coffee gage
와플덴,Waffle Den
자리자바,ZALIZAVA
곤트란쉐리어,Gontran Cherrier
일바리스타,IL BARISTA
카페 두다트,Cafe DuDart
커피오브웨일,C.O.W
씨엔엔 카페,CNN Cafe
와 피시방,WA PC방
쓰리에스,3S
열차카페,12960
열차카페,12961
열차카페,12962
열차카페,12963
열차카페,12964
열차카페,12965
고리찌아나 카페,Goriziana Caffe
가비 로스터리 프로젝트,Gabi Roastery Project
루트28,Route28
디씨,DC
열차카페,12966
열차카페,12967
열차카페,12968
열차카페,12969
열차카페,12970
열차카페,12980
열차카페,12979
미뇽,mignon
루엘드파리,Ruelle de paris
티에이블,T.able
황제,Sultan
마제인,Majane
일쁠루수빠리,il pleut sur Paris
누마루,numaru
카페알락,CAFE ARLAC
더치터치,dutch touch
코노피자,Kono pizza
열차카페,12939
노리,Nori
블리스&블래스,Bliss&Bless
커먼 플레이스,Commom Place
씨유,CU
날개없는 비행기,Without Wings
희차코리아,HEEKCAA 본점
호호,hoHo
오커피,O커피
팔러엠,Parlor M
,
아이빈커피,I bean coffee
슈퍼어빈스,SUPER A BEANS
다니랩,Dani Lab
초코비니,CHOCO BINI
버즈,BUZZ
카페다온,cafe DAON
지소현,Roaster's
유니도커피,unido coffee
잠바주스 양재역점,Jamba Juice
고려당 뺄띠에,peltier
쿄토푸,KYOTOFU
유어웨이카페 ,YOURWAY CAFE
로보,LOBO
잠바주스 삼성타운점,Jamba Juice
열차카페,12940
열차카페,12941
열차카페,12942
열차카페,12943
열차카페,12944
열차카페,12945
열차카페,12946
열차카페,12947
열차카페,12948
열차카페,12949
열차카페,12950
열차카페,12951
열차카페,12952
열차카페,12953
주)신세계푸드 이하우스(E-House) 에델리아,edelia cafe
자바트래커,Javatrekker
아이브이알,iVR
보꼬네,Boccone
허니 비,Honey B
레몬트리,LEMON TREE
로드카페,ROAD CAFE
요겐프르츠신촌점,Yogen Fruz
원턴,one turn
흰물결까페,White Wave Coffee & Gallery
카페커피씨,Cafe COFFEE-C
카페데이,CAFE DAY
커피온도,COFFEE ON°
사라스,SARAHS
지에스,GS
젤코바,Zelkova
샌드앤푸드커피,sandnfood coffee
스테프핫도그,steff hotdog
커피리퍼블릭,coffee republic
더먹스,TheMugs
블랙앤화이트카페,BLACK&WHITE CAFE
카페인클로젯,cate in closet
자리,jari
까페뀌에르,cafe cuillere
서대문지역자활센터,80거6381
뚜레쥬르,87조 2992
카페마메,cafe mame
피앤비,PNB
행복,bonheur
올데이,All Day
리코스파타,rico's pata
모음,moeum
퍼프더매직드래곤,Puff the Magic Dragon
씨엔엔카페,CNN Cafe
까페컴온,cafe come on
열차카페,12931
열차카페,12932
열차카페,12933
열차카페,12934
열차카페,12935
스페셜티커피,Specialty Coffee
비해피,B.HAPPY
러시안마트,Russian mart
커피 볶는집  인 앤 아웃,in & out
마노,MANO
카페 컵,CUP
쥬스바,Juice Bar
쨈들,Jam Dle
에스티플이,ST+E
매드커피,Mad Coffee
또별샵,DDOBYUL SHOP
열차카페,12936
열차카페,12937
열차카페,12938
메도우 듀,Meadow dew
아이큐팔십사츄러스,IQ 84 CHURROS
주디스포맘앤키즈,Judy's for mom & kids
주스바,Juice bar
카페그랑,cafe gran
주빈,JU&BEAN
커피트리 ,Coffee tree
카페빌,CAFE VILL
데이오프,DAY OFF
루아흐,RUACH
카페브리스톳,cafe bristot
리틀 마리오네트,Little marionette
씨유,CU
맨투독,Man to Dog
어바웃 에스프레소,ABOUT ESPRESSO
하루,HARU
쁘아송 파리,POISSON PARIS
에이피엠럭스카페,APM LUXE CAFE
디아코피자,Diako Pizza
오븐스토리,OVEN STORY
행복한 피자하우스,PIZZA HOUSE
열차카페,918
열차카페,917
열차카페,916
디스카운트,Discount
카페그린,CAFE GREEN
엔제리너스커피,Angel in us Coffee
긱커피,Geek Coffee
수가,soo'ga
카페527,Cafe'527
나라씨카페,Nara C cafe
착형,Good Brothers
210 cafe roaster ,210 카페 로스터
씨티즌 커피,Citizen Coffee
레몽즈,Lemones
도시락톡,TALK
카페 라엘스,Cafe RAELS
허? ,Huh?
카페 앤 키오스크,Cafe N Kiosk
이야기,eyagi
메종 드 떼,maison de the
엘엔.프레소,LN.PRESSO
래미안점,59쌀피자
레또르떼,LE TORTE
온더로드,on the Road
더 리얼카페,The Real Cafe
오픈,often
55츄러스,55chu
레몬 버베나,Lemon Verbena
열차카페,908
열차카페,907
열차카페,906
열차카페,905
열차카페,904
열차카페,903
열차카페,902
열차카페,915
열차카페,919
비카페,Bcafe
아이엠어 면선생,I'm a 면선생
베이크나우,BAKE NOW
열차카페,934
열차카페,933
열차카페,932
열차카페,931
열차카페,930
열차카페,929
열차카페,928
열차카페,927
열차카페,926
열차카페,925
열차카페,924
열차카페,923
열차카페,922
열차카페,921
커피휠,coffee wheel
스위밍풀,Swimming pool
열차카페,920
니나스,Nina's
카페마리,Cafe Mary
노크,knock
카페아이픽스존,caffe ifixzone
열차카페,12989
열차카페,12988
열차카페,12987
열차카페,12986
열차카페,12985
열차카페,12984
폰까페,cafe
열차카페,12975
열차카페,12974
열차카페,12973
열차카페,12972
열차카페,12971
열차카페,12993
열차카페,12992
열차카페,12991
열차카페,12990
레트로웍스카페,Retro Works cafe
열차카페,12983
열차카페,12982
열차카페,12981
열차카페,914
열차카페,913
열차카페,911
열차카페,910
열차카페,909
엠큐,MQ
에이카페,A cafe
컵픽,CUP PICK
3팝,3POP
딘앤델루카,DEAN&DELUCA
레드 빈,RED BEEN
프렌테,frente!
디컵,DCUP
주)신세계조선호텔 누들바 바이 호무랑,Noodle Bar by homuran
바스티유,Bastille
빵빵김,8.8. kim
회,OMG
빈즈메이드,Beansmade
파덜스 도넛,Father's Doughnuts
카페자스,caf'e JASS
두들,Doodle
커피에비뉴,Coffe Avenue
용산역,"9,10번홈"
세븐일레븐,S보문역점
엔젤스토리,Angel Story
아띠그린,Atti Geulin
쓰리팝,3 POP
에너지키친,Energy Kitchen
라메사,la mesa
르와지르,LOISIR
아마파송,a ma facon
쇼콜라,Shocola
트레프,Treff
쥬라기,JURASSIC
카페 코,cafe co-
카페인,Cafe in
엑스퍼트100,Expert 100
스탠딩 츄러스,STANDING CHURROS
비비큐,BBQ
테마런드리,thema-laundry
카페나인,cafe nine
세븐일레븐,S상월곡역점
세븐일레븐,S월곡역점
쿠스쿠스,CUSCUS
모노커피,mono coffee
미나스,Minas
맨투롱,mantworon
파온,PAON
커피밥,COFFEE BOB
커피앳웍스트윈시티남산점,coffee@works
에이케이디푸드,MINIPIZZ
에피,EFFEE
스쿨존,School Zone
피치피자치킨,Pichi Pizza & Chicken
티씨비와이,TCBY
샵앤샵,shop&shop
누아네,NOIR NE
노이 커피,NOI COFFEE
티눈,Tea-noon
뺑비오 까페,Painbio cafe
버즈,Buzz
지에스,GS
크리스,Chris'
씨유,CU
달리셔스,Dalicious
리본,REBORN
토핑하드,Toping Hard
세븐일레븐,S돌곶이역점
오슬로,O'SIO
스테프 핫도그,steff hotdog
그라찌에,Grazie
파머시,FARMACY
제이비커피,JB coffee
밴,VAN
앙카라 사라이,ANKARA SARAY
카페윤,cafeYoon
비비,B.B
소더스트카페,sawdust cafe
투더익스트림,TO THE EXTREME
캠퍼,CAMPER
오가네,OGANE
지에스,GS
브라인언샌드위치,Brian's Sandwich
로제타,Rosetta
오!스쿠터,oh! scooter
도로시락,Dorosirak
닥터박스,Dr.box
씨디이,CDE
케이에프씨,KFC
명동 맘 커피,MOM COFFEE
서브웨이,SUBWAY
빈디,Bindi
이삭,Issac
브룬,Brun
363 바이 아이디어 그룹,363 by idea Group
브라이언스,Brian's
가바토,garbato
티하임,Teaheim
스팀앤그릴바이만향루,Steam&amp & Grill by 만향루
이지바이까페,cafe
오닉스커피,Onyx Coffee
마이,Mai
우카페,WOO CAFE
맘스래시피,Mom's Recipe
플라워에이일공오,Flower A105
데얼즈커피,There's coffee
서울두부,seoul tofu
스콘스콘,scone scone
88's TRUCK,88트럭
씨에스,C.S 
커피빌,coffee vill
커피나무,Coffee Tree
미미스카페,mimi's cafe
잠바주스 강남본점,Jamba Juice
온즈코코,ONZCOCO
세븐일레븐,S고려대역점
포우어,Pour
후르츄,FruitChu
인테스커피,INTES COFFEE
레인보우플레이버,Rainbow Flavor
한스마리,HAN'S mari
커피스토리,coffeestory
그라찌에,Grazie
카페 블링,cafe Bling
카페콤마,Cafe Comma
지에스,GS
망그로브,Mangrove
씨네스타커피,Cinestar coffee
페이브,FAVE
알디프,ALTDIF
슬레이어,Slayer
에스엠,SM
로시니,Rossini
로시니,Rossini
봉  구,Bon Gout
씨애틀 커피,SEATTLE COFFEE
피트,PETE
엠,m
자연찬유통사업단,cafe de May
버피버거,VirpyBurger
디토,DITTO
에스프레소두들,Espresso Doodle
퍼스트클래스,1st Class
씨에프,CF
애니,ANY
러빙헛,Loving Hot
뭉치치카페,mungchichi cafe
아리아,AREA
커피,coffee
비즈스투디오,BIZ Studio
플라시보,PLACEBO
지에스,GS
카페 비,cafe b
커피그레이드,coffeegrade
샤띨리옹,Chatilion
썰쓰티,Thirstea
이디야커피,EDIYA COFFEE
나온,Naon
하이피자,Hi Pizza
머스트 컴,must come
붐,Boom
더베러커피,the better coffee
웻즐스프레즐,wetzel's pretzels
카페유.에이치.엠.,CafeU.H.M.
셰프리,Chef Lee
셰프리,Chef Lee
잇쏘,it so
까페수,CAFE SOO
세인트존스,Saint John`s
미니스톱엠,M
카페스윗,cafe sweet
구스 샌드위치,Goo'S Sandwich
헬,Hell
열차카페,12954
열차카페,12955
자도랭킹샵,zado랭킹샵
커피앳웍스 이대파빌리온점,coffee@works
카페이스턴,Cafe Eastern
차이파오,chaipao
코네코네,CONE CONE
폭스나인,fox9
수퍼맨,souperman
아이러브 참,I love cham
브라운하우스커피,Brownhaus coffee
레드모노,Red mono
